Value,Count,ID,HWSD2_SMU_,WISE30s_SM,HWSD1_SMU_,COVERAGE,SHARE,WRB4,WRB_PHASES,WRB2,WRB2_CODE,FAO90,KOPPEN,TEXTURE_US,REF_BULK_D,BULK_DENSI,DRAINAGE,ROOT_DEPTH,AWC,PHASE1,PHASE2,ROOTS,IL,ADD_PROP,CODE,VALUE_1,geometry,Type
11643,730.0,8358,11643,WD30011643,11643,2,100,PTha,PTir,PT,24,ACp,C,11,1.56,1.48,P,1,120,13,0,0,0,0,11,Sandy loam,,SandyLoam
11645,33892.0,31845,11645,WD30011645,11645,2,100,ATpa&ATtr,AThy,AT,5,ATc,C,9,1.78,1.4,MW,1,135,13,0,0,0,0,9,Loam,,Loam
11651,3225.0,31803,11651,WD30011651,11651,2,100,ATpa&ATtr,AThy,AT,5,ATc,C,9,1.78,1.4,MW,1,135,13,0,0,0,0,9,Loam,,Loam
11652,2574.0,31827,11652,WD30011652,11652,2,100,ATpa&ATtr,AThy,AT,5,ATc,C,9,1.78,1.4,MW,1,135,13,0,0,0,0,9,Loam,,Loam
11656,3710.0,31804,11656,WD30011656,11656,2,100,ATpa&ATtr,AThy,AT,5,ATc,C,9,1.78,1.4,MW,1,135,13,0,0,0,0,9,Loam,,Loam
11663,15012.0,109869,11663,WD30011663,11663,2,100,GLeu,GLireu,GL,13,GLe,C,5,1.84,1.22,VP,1,168,13,0,0,0,0,5,Clay loam,,ClayLoam
11664,17.0,109936,11664,WD30011664,11664,2,100,GLeu,GLireu,GL,13,GLe,C,5,1.84,1.22,VP,1,168,13,0,0,0,0,5,Clay loam,,ClayLoam
11665,157.0,109873,11665,WD30011665,11665,2,100,GLeu,GLireu,GL,13,GLe,C,5,1.84,1.22,VP,1,168,13,0,0,0,0,5,Clay loam,,ClayLoam
11668,1195.0,31810,11668,WD30011668,11668,2,100,ATpa&ATtr,AThy,AT,5,ATc,C,9,1.78,1.4,MW,1,135,13,0,0,0,0,9,Loam,,Loam
11675,2107.0,31816,11675,WD30011675,11675,2,100,ATpa&ATtr,AThy,AT,5,ATc,C,9,1.78,1.4,MW,1,135,13,0,0,0,0,9,Loam,,Loam
11677,3715.0,31819,11677,WD30011677,11677,2,100,ATpa&ATtr,AThy,AT,5,ATc,C,9,1.78,1.4,MW,1,135,13,0,0,0,0,9,Loam,,Loam
11681,5512.0,283054,11681,WD30011681,11681,2,100,SCha,SCha,SC,28,SCh,C,9,1.79,1.45,MW,1,87,13,0,0,0,0,9,Loam,,Loam
11686,158.0,31524,11686,WD20011686,11686,2,100,ATpa&ATtr,AThy,AT,5,ATc,B,9,1.73,1.39,MW,1,134,16,0,0,0,0,9,Loam,,Loam
11687,13803.0,31534,11687,WD20011687,11687,2,100,ATpa&ATtr,AThy,AT,5,ATc,B,9,1.73,1.39,MW,1,134,16,0,0,0,0,9,Loam,,Loam
11690,5675.0,31529,11690,WD20011690,11690,2,100,ATpa&ATtr,AThy,AT,5,ATc,B,9,1.73,1.39,MW,1,134,16,0,0,0,0,9,Loam,,Loam
11691,2526.0,31528,11691,WD20011691,11691,2,100,ATpa&ATtr,AThy,AT,5,ATc,B,9,1.73,1.39,MW,1,134,16,0,0,0,0,9,Loam,,Loam
11692,5761.0,31527,11692,WD20011692,11692,2,100,ATpa&ATtr,AThy,AT,5,ATc,B,9,1.73,1.39,MW,1,134,19,0,0,0,0,9,Loam,,Loam
11696,492.0,31522,11696,WD20011696,11696,2,100,ATpa&ATtr,AThy,AT,5,ATc,B,9,1.73,1.39,MW,1,134,16,0,0,0,0,9,Loam,,Loam
11697,3153.0,31521,11697,WD20011697,11697,2,100,ATpa&ATtr,AThy,AT,5,ATc,B,9,1.73,1.39,MW,1,134,16,0,0,0,0,9,Loam,,Loam
11698,12028.0,31520,11698,WD20011698,11698,2,100,ATpa&ATtr,AThy,AT,5,ATc,B,9,1.73,1.39,MW,1,134,16,0,0,0,0,9,Loam,,Loam
11700,220.0,31517,11700,WD20011700,11700,2,100,ATpa&ATtr,AThy,AT,5,ATc,B,9,1.73,1.39,MW,1,134,16,0,0,0,0,9,Loam,,Loam
11701,326.0,31530,11701,WD20011701,11701,2,100,ATpa&ATtr,AThy,AT,5,ATc,B,9,1.73,1.39,MW,1,134,19,0,0,0,0,9,Loam,,Loam
11705,469468.0,150278,11705,WD40011705,11705,2,100,CRlp,CRlp,CR,9,LPi,D,11,1.61,1.26,I,3,29,0,0,0,0,2,11,Sandy loam,,SandyLoam
11706,1886.0,150272,11706,WD40011706,11706,2,100,CRlp,CRlp,CR,9,LPi,D,11,1.61,1.26,I,3,29,0,0,0,0,2,11,Sandy loam,,SandyLoam
11707,1148.0,67861,11707,WD50011707,11707,2,100,CRcm,CRcmkk,CR,9,CMi,E,9,1.65,0.75,MW,1,168,18,0,0,0,2,9,Loam,,Loam
11708,56.0,67195,11708,WD40011708,11708,2,100,CRcm,CRcmkk,CR,9,CMi,D,9,1.61,0.78,MW,1,136,18,0,0,0,2,9,Loam,,Loam
11710,2772.0,67193,11710,WD40011710,11710,2,100,CRcm,CRcmkk,CR,9,CMi,D,9,1.61,0.78,MW,1,136,18,0,0,0,2,9,Loam,,Loam
11711,169587.0,150321,11711,WD50011711,11711,2,100,CRlp,CRlp,CR,9,LPi,E,11,1.61,1.22,I,3,29,0,0,0,0,2,11,Sandy loam,,SandyLoam
11712,397.0,150275,11712,WD40011712,11712,2,100,CRlp,CRlp,CR,9,LPi,D,11,1.61,1.26,I,3,29,0,0,0,0,2,11,Sandy loam,,SandyLoam
11713,304.0,67859,11713,WD50011713,11713,2,100,CRcm,CRcmkk,CR,9,CMi,E,9,1.65,0.75,MW,1,168,18,0,0,0,2,9,Loam,,Loam
11714,1059.0,67192,11714,WD40011714,11714,2,100,CRcm,CRcmkk,CR,9,CMi,D,9,1.61,0.78,MW,1,136,18,0,0,0,2,9,Loam,,Loam
11715,64.0,67189,11715,WD40011715,11715,2,100,CRcm,CRcmkk,CR,9,CMi,D,9,1.61,0.78,MW,1,136,18,0,0,0,2,9,Loam,,Loam
11719,42325.0,67188,11719,WD40011719,11719,2,100,CRcm,CRlecm,CR,9,CMi,D,9,1.61,0.78,MW,3,36,2,0,0,0,2,9,Loam,,Loam
11720,152.0,150276,11720,WD40011720,11720,2,100,CRlp,CRlp,CR,9,LPi,D,11,1.61,1.26,I,3,29,0,0,0,0,2,11,Sandy loam,,SandyLoam
11721,10289.0,116325,11721,WD50011721,11721,2,100,CRra,CRgl,CR,9,GLi,E,9,1.68,0.86,P,1,157,16,0,0,0,2,9,Loam,,Loam
11722,849.0,112930,11722,WD40011722,11722,2,100,CRra,CRgl,CR,9,GLi,D,7,1.58,0.84,P,1,168,16,0,0,0,2,7,Silt loam,,SiltLoam
11723,327.0,154791,11723,WD40011723,11723,2,100,LPmo,LPmo,LP,18,LPm,D,9,1.68,1.22,I,3,36,0,0,0,0,0,9,Loam,,Loam
11724,212439.0,154792,11724,WD40011724,11724,2,100,LPmo,LPmo,LP,18,LPm,D,9,1.68,1.22,I,3,36,0,0,0,0,0,9,Loam,,Loam
11725,35366.0,154793,11725,WD40011725,11725,2,100,LPmo,LPmo,LP,18,LPm,D,9,1.68,1.22,I,3,36,0,0,0,0,0,9,Loam,,Loam
11726,698.0,49093,11726,WD40011726,11726,2,100,CMca,CMkkca,CM,8,CMc,D,9,1.71,1.41,MW,1,165,18,0,0,0,0,9,Loam,,Loam
11727,105500.0,150168,11727,WD40011727,11727,2,100,LPeu,LPeu,LP,18,LPe,D,9,1.6,1.29,I,3,34,0,0,0,0,0,9,Loam,,Loam
11728,409.0,111497,11728,WD40011728,11728,2,100,GLeu,GLeu,GL,13,GLe,D,9,1.74,1.22,P,1,172,16,0,0,0,0,9,Loam,,Loam
11730,381695.0,150273,11730,WD40011730,11730,2,100,CRlp,CRlp,CR,9,LPi,D,11,1.61,1.26,I,3,29,0,0,0,0,2,11,Sandy loam,,SandyLoam
11732,147994.0,67186,11732,WD40011732,11732,2,100,CRcm,CRcmkk,CR,9,CMi,D,9,1.61,0.78,MW,1,136,18,0,0,0,2,9,Loam,,Loam
11733,20269.0,67008,11733,WD20011733,11733,2,100,CRcm,CRcmkk,CR,9,CMi,B,9,1.63,0.76,MW,1,133,18,0,0,0,2,9,Loam,,Loam
11736,137098.0,150225,11736,WD20011736,11736,2,100,CRlp,CRlp,CR,9,LPi,B,10,1.74,1.39,I,3,36,0,0,0,0,2,10,Sandy clay loam,,SandyClayLoam
11738,7380.0,67858,11738,WD50011738,11738,2,100,CRcm,CRcmkk,CR,9,CMi,E,9,1.65,0.75,MW,1,168,18,0,0,0,2,9,Loam,,Loam
11741,221468.0,150226,11741,WD20011741,11741,2,100,CRlp,CRlp,CR,9,LPi,B,10,1.74,1.39,I,3,36,0,0,0,0,2,10,Sandy clay loam,,SandyClayLoam
11743,6335.0,67855,11743,WD50011743,11743,2,100,CRcm,CRcmkk,CR,9,CMi,E,9,1.65,0.75,MW,1,168,18,0,0,0,2,9,Loam,,Loam
11744,9646.0,67197,11744,WD40011744,11744,2,100,CRcm,CRcmkk,CR,9,CMi,D,9,1.61,0.78,MW,1,136,18,0,0,0,2,9,Loam,,Loam
11748,127184.0,142280,11748,WD20011748,11748,2,100,LPeu,LPeu,LP,18,LPe,B,11,1.65,1.32,I,3,29,0,0,0,0,0,11,Sandy loam,,SandyLoam
11752,17047.0,142278,11752,WD20011752,11752,2,100,LPeu,LPeu,LP,18,LPe,B,11,1.65,1.32,I,3,29,0,0,0,0,0,11,Sandy loam,,SandyLoam
11755,39997.0,150679,11755,WD20011755,11755,2,100,LPrz,LPrz,LP,18,LPk,B,9,1.78,1.29,I,3,27,0,0,0,0,0,9,Loam,,Loam
11763,38344.0,150228,11763,WD20011763,11763,2,100,CRlp,CRlp,CR,9,LPi,B,10,1.74,1.39,I,3,36,0,0,0,0,2,10,Sandy clay loam,,SandyClayLoam
11765,418440.0,150227,11765,WD20011765,11765,2,100,CRlp,CRlp,CR,9,LPi,B,10,1.74,1.39,I,3,36,0,0,0,0,2,10,Sandy clay loam,,SandyClayLoam
11839,90982.0,12253,11839,WD30011839,11839,2,100,ALha,ALha,AL,2,ALh,C,9,1.69,1.47,MW,1,163,0,0,0,0,0,9,Loam,,Loam
11853,12519.0,51209,11853,WD30011853,11853,2,100,CMdy,CMdy,CM,8,CMd,C,9,1.71,1.25,MW,1,144,0,0,0,0,0,9,Loam,,Loam
11857,37014.0,191008,11857,WD30011857,11857,2,100,LVha,LVha,LV,19,LVh,C,9,1.66,1.5,MW,1,159,0,0,0,0,0,9,Loam,,Loam
11858,22154.0,191039,11858,WD30011858,11858,2,100,LVha,LVha,LV,19,LVh,C,9,1.66,1.5,MW,1,159,0,0,0,0,0,9,Loam,,Loam
11859,374.0,191041,11859,WD30011859,11859,2,100,LVha,LVha,LV,19,LVh,C,9,1.66,1.5,MW,1,159,0,0,0,0,0,9,Loam,,Loam
11861,18797.0,191048,11861,WD30011861,11861,2,100,LVha,LVha,LV,19,LVh,C,9,1.66,1.5,MW,1,159,0,0,0,0,0,9,Loam,,Loam
11862,286.0,191032,11862,WD30011862,11862,2,100,LVha,LVha,LV,19,LVh,C,9,1.66,1.5,MW,1,159,0,0,0,0,0,9,Loam,,Loam
11863,1782.0,191054,11863,WD30011863,11863,2,100,LVha,LVkk,LV,19,LVh,C,9,1.66,1.5,MW,1,159,18,0,0,0,0,9,Loam,,Loam
11864,120286.0,190815,11864,WD30011864,11864,2,100,LVha,LVha,LV,19,LVh,C,9,1.66,1.5,MW,1,159,0,0,0,0,0,9,Loam,,Loam
11865,5965.0,191114,11865,WD30011865,11865,2,100,LVha,LVha,LV,19,LVh,C,9,1.66,1.5,MW,1,159,0,0,0,0,0,9,Loam,,Loam
11869,17129.0,191076,11869,WD30011869,11869,2,100,LVha,LVha,LV,19,LVh,C,9,1.66,1.5,MW,1,159,0,0,0,0,0,9,Loam,,Loam
11870,40393.0,51221,11870,WD30011870,11870,2,100,CMdy,CMdy,CM,8,CMd,C,9,1.71,1.25,MW,1,144,0,0,0,0,0,9,Loam,,Loam
11871,5823.0,51241,11871,WD30011871,11871,2,100,CMdy,CMdy,CM,8,CMd,C,9,1.71,1.25,MW,1,144,0,0,0,0,0,9,Loam,,Loam
11872,4494.0,51240,11872,WD30011872,11872,2,100,CMdy,CMdy,CM,8,CMd,C,9,1.71,1.25,MW,1,144,0,0,0,0,0,9,Loam,,Loam
11873,104.0,59889,11873,WD30011873,11873,2,100,CMeu,CMeu,CM,8,CMe,C,9,1.71,1.41,MW,1,150,0,0,0,0,0,9,Loam,,Loam
11874,3699.0,59888,11874,WD30011874,11874,2,100,CMeu,CMkkeu,CM,8,CMe,C,9,1.71,1.41,MW,1,150,18,0,0,0,0,9,Loam,,Loam
11875,31821.0,235391,11875,WD30011875,11875,2,100,PLeu,Plmo,PL,23,PLe,C,9,1.72,1.3,P,1,181,8,0,0,0,0,9,Loam,,Loam
11876,20331.0,235380,11876,WD30011876,11876,2,100,PLeu,Plmo,PL,23,PLe,C,9,1.72,1.3,P,1,181,8,0,0,0,0,9,Loam,,Loam
11877,7828.0,233005,11877,WD30011877,11877,2,100,PLdy,PLfgdy,PL,23,PLd,C,9,1.6,1.45,P,1,175,8,0,0,0,0,9,Loam,,Loam
11878,13452.0,59876,11878,WD30011878,11878,2,100,CMeu,CMfgeu,CM,8,CMe,C,9,1.71,1.41,MW,1,150,8,0,0,0,0,9,Loam,,Loam
11879,120526.0,191111,11879,WD30011879,11879,2,100,LVha,LVha,LV,19,LVh,C,9,1.66,1.5,MW,1,159,0,0,0,0,0,9,Loam,,Loam
11880,96740.0,194679,11880,WD40011880,11880,2,100,LVha,LVha,LV,19,LVh,D,7,1.69,1.48,MW,1,159,0,0,0,0,0,7,Silt loam,,SiltLoam
11881,8773.0,194680,11881,WD40011881,11881,2,100,LVha,LVha,LV,19,LVh,D,7,1.69,1.48,MW,1,159,0,0,0,0,0,7,Silt loam,,SiltLoam
11882,5143.0,194676,11882,WD40011882,11882,2,100,LVha,LVha,LV,19,LVh,D,7,1.69,1.48,MW,1,159,0,0,0,0,0,7,Silt loam,,SiltLoam
11883,10302.0,191106,11883,WD30011883,11883,2,100,LVha,LVha,LV,19,LVh,C,9,1.66,1.5,MW,1,159,0,0,0,0,0,9,Loam,,Loam
11884,8508.0,191120,11884,WD30011884,11884,2,100,LVha,LVha,LV,19,LVh,C,9,1.66,1.5,MW,1,159,0,0,0,0,0,9,Loam,,Loam
11885,4786.0,194689,11885,WD40011885,11885,2,100,LVha,LVha,LV,19,LVh,D,7,1.69,1.48,MW,1,159,0,0,0,0,0,7,Silt loam,,SiltLoam
11886,136.0,194681,11886,WD40011886,11886,2,100,LVha,LVha,LV,19,LVh,D,7,1.69,1.48,MW,1,159,0,0,0,0,0,7,Silt loam,,SiltLoam
11887,496.0,194688,11887,WD40011887,11887,2,100,LVha,LVha,LV,19,LVh,D,7,1.69,1.48,MW,1,159,0,0,0,0,0,7,Silt loam,,SiltLoam
11888,1658.0,194686,11888,WD40011888,11888,2,100,LVha,LVha,LV,19,LVh,D,7,1.69,1.48,MW,1,159,0,0,0,0,0,7,Silt loam,,SiltLoam
11889,4056.0,181827,11889,WD30011889,11889,2,100,LVab,LVab,LV,19,LVa,C,9,1.64,1.39,MW,1,159,0,0,0,0,0,9,Loam,,Loam
11890,2511.0,181826,11890,WD30011890,11890,2,100,LVab,LVab,LV,19,LVa,C,9,1.64,1.39,MW,1,159,0,0,0,0,0,9,Loam,,Loam
11891,911.0,181831,11891,WD30011891,11891,2,100,LVab,LVab,LV,19,LVa,C,9,1.64,1.39,MW,1,159,0,0,0,0,0,9,Loam,,Loam
11892,424.0,181830,11892,WD30011892,11892,2,100,LVab,LVab,LV,19,LVa,C,9,1.64,1.39,MW,1,159,0,0,0,0,0,9,Loam,,Loam
11893,29509.0,187465,11893,WD40011893,11893,2,100,LVgl,LVgl,LV,19,LVg,D,7,1.73,1.51,P,1,176,0,0,0,0,0,7,Silt loam,,SiltLoam
11894,252.0,187468,11894,WD40011894,11894,2,100,LVgl,LVgl,LV,19,LVg,D,7,1.73,1.51,P,1,176,0,0,0,0,0,7,Silt loam,,SiltLoam
11895,349.0,187471,11895,WD40011895,11895,2,100,LVgl,LVgl,LV,19,LVg,D,7,1.73,1.51,P,1,176,0,0,0,0,0,7,Silt loam,,SiltLoam
11896,1084.0,187466,11896,WD40011896,11896,2,100,LVgl,LVgl,LV,19,LVg,D,7,1.73,1.51,P,1,176,0,0,0,0,0,7,Silt loam,,SiltLoam
11897,1140.0,187435,11897,WD40011897,11897,2,100,LVgl,LVgl,LV,19,LVg,D,7,1.73,1.51,P,1,176,0,0,0,0,0,7,Silt loam,,SiltLoam
11898,4643.0,187431,11898,WD40011898,11898,2,100,LVgl,LVgl,LV,19,LVg,D,7,1.73,1.51,P,1,176,0,0,0,0,0,7,Silt loam,,SiltLoam
11899,26972.0,63315,11899,WD40011899,11899,2,100,CMeu,CMeu,CM,8,CMe,D,9,1.59,1.24,MW,1,140,23,0,0,0,0,9,Loam,,Loam
11900,22803.0,63311,11900,WD40011900,11900,2,100,CMeu,CMeu,CM,8,CMe,D,9,1.59,1.24,MW,1,140,23,0,0,0,0,9,Loam,,Loam
11901,1293.0,63310,11901,WD40011901,11901,2,100,CMeu,CMeu,CM,8,CMe,D,9,1.59,1.24,MW,1,140,23,0,0,0,0,9,Loam,,Loam
11902,468.0,63308,11902,WD40011902,11902,2,100,CMeu,CMleeu,CM,8,CMe,D,9,1.59,1.24,MW,3,38,2,0,0,0,0,9,Loam,,Loam
11903,4476.0,63278,11903,WD40011903,11903,2,100,CMeu,CMeu,CM,8,CMe,D,9,1.59,1.24,MW,1,140,23,0,0,0,0,9,Loam,,Loam
11904,2942.0,63277,11904,WD40011904,11904,2,100,CMeu,CMeu,CM,8,CMe,D,9,1.59,1.24,MW,1,140,23,0,0,0,0,9,Loam,,Loam
11905,1067.0,59873,11905,WD30011905,11905,2,100,CMeu,CMeu,CM,8,CMe,C,9,1.71,1.41,MW,1,150,0,0,0,0,0,9,Loam,,Loam
11906,326.0,63280,11906,WD40011906,11906,2,100,CMeu,CMeu,CM,8,CMe,D,9,1.59,1.24,MW,1,140,0,0,0,0,0,9,Loam,,Loam
11907,39.0,63282,11907,WD40011907,11907,2,100,CMeu,CMeu,CM,8,CMe,D,9,1.59,1.24,MW,1,140,0,0,0,0,0,9,Loam,,Loam
11908,290.0,59902,11908,WD30011908,11908,2,100,CMeu,CMkkeu,CM,8,CMe,C,9,1.71,1.41,MW,1,150,18,0,0,0,0,9,Loam,,Loam
11909,250912.0,194682,11909,WD40011909,11909,2,100,LVha,LVha,LV,19,LVh,D,7,1.69,1.48,MW,1,159,0,0,0,0,0,7,Silt loam,,SiltLoam
11910,191058.0,194683,11910,WD40011910,11910,2,100,LVha,LVha,LV,19,LVh,D,7,1.69,1.48,MW,1,159,0,0,0,0,0,7,Silt loam,,SiltLoam
11911,38533.0,194691,11911,WD40011911,11911,2,100,LVha,LVha,LV,19,LVh,D,7,1.69,1.48,MW,1,159,0,0,0,0,0,7,Silt loam,,SiltLoam
11917,20708.0,182115,11917,WD40011917,11917,2,100,LVab,LVab,LV,19,LVa,D,9,1.61,1.36,MW,1,161,0,0,0,0,0,9,Loam,,Loam
11918,37051.0,194677,11918,WD40011918,11918,2,100,LVha,LVha,LV,19,LVh,D,7,1.69,1.48,MW,1,159,0,0,0,0,0,7,Silt loam,,SiltLoam
11920,46551.0,63350,11920,WD40011920,11920,2,100,CMeu,CMeu,CM,8,CMe,D,9,1.59,1.24,MW,1,140,0,0,0,0,0,9,Loam,,Loam
11925,501.0,291481,11925,WD40011925,11925,2,100,TC,TC,TC,31,UR,D,0,0.0,-9.0,,1,0,0,0,0,0,0,0,,,Default
11926,26149.0,275605,11926,WD30011926,11926,2,100,LPnt,LPnt,LP,18,RK,C,0,0.0,-3.0,,4,0,0,0,0,0,0,0,,,Default
11927,124747.0,299779,11927,WD30011927,11927,2,100,WR,WR,WR,34,WR,C,0,0.0,-1.0,,1,0,0,0,0,0,0,0,,,Default
11928,21399.0,299782,11928,WD30011928,11928,2,100,WR,WR,WR,34,WR,C,0,0.0,-1.0,,1,0,0,0,0,0,0,0,,,Default
11929,404.0,79740,11929,WD30011929,11929,2,100,ARpr & ARay,ARpr,AR,4,DS,C,0,0.0,-4.0,,1,0,0,0,0,0,0,0,,,Default
11930,86276.0,102119,11930,WD20011930,11930,2,100,GG,GG,GG,12,GG,B,0,0.0,-2.0,,1,0,0,0,0,0,0,0,,,Default
11933,58686.0,291434,11933,WD20011933,11933,2,100,SCjz,SCjz,SC,28,ST,B,0,0.0,-5.0,,1,0,0,0,0,0,0,0,,,Default
11934,2463.0,92991,11934,WD40011934,11934,2,100,AT,AT,AT,5,FP,D,0,0.0,-9.0,,1,0,0,0,0,0,0,0,,,Default
13540,21.0,229183,13540,WD40013540,13540,3,100,PHha,PHha,PH,22,PHh,D,9,1.79,1.48,MW,1,181,0,0,0,0,0,9,Loam,,Loam
13575,435.0,32407,13575,WD40013575,13575,3,100,CH,CH,CH,6,CH,D,9,1.8,1.39,MW,1,155,0,0,0,0,0,9,Loam,,Loam
13592,235.0,134006,13592,WD20013592,13592,3,100,KSha,KSha,KS,17,KSh,B,9,1.71,1.47,MW,1,174,0,0,0,0,0,9,Loam,,Loam
13620,66.0,227343,13620,WD20013620,13620,3,100,PHha,PHha,PH,22,PHh,B,5,1.87,1.44,MW,1,135,0,0,0,0,0,5,Clay loam,,ClayLoam
13654,100.0,135321,13654,WD40013654,13654,3,100,KSha,KSha,KS,17,KSh,D,9,1.72,1.43,MW,1,158,0,0,0,0,0,9,Loam,,Loam
13661,32.0,134031,13661,WD20013661,13661,3,100,KSha,KSha,KS,17,KSh,B,9,1.71,1.47,MW,1,174,0,0,0,0,0,9,Loam,,Loam
13673,10.0,227339,13673,WD20013673,13673,3,100,PHha,PHha,PH,22,PHh,B,5,1.87,1.44,MW,1,135,0,0,0,0,0,5,Clay loam,,ClayLoam
13683,26.0,136261,13683,WD20013683,13683,3,100,KScc,KScc,KS,17,KSk,B,9,1.77,1.4,MW,1,153,0,0,0,0,0,9,Loam,,Loam
13684,2.0,35059,13684,WD40013684,13684,3,100,CHlv,CHlv,CH,6,CHl,D,9,1.79,1.36,MW,1,164,0,0,0,0,0,9,Loam,,Loam
13686,10.0,136266,13686,WD20013686,13686,3,100,KScc,KScc,KS,17,KSk,B,9,1.77,1.4,MW,1,153,0,0,0,0,0,9,Loam,,Loam
13744,195.0,32409,13744,WD40013744,13744,3,100,CH,CH,CH,6,CH,D,9,1.8,1.39,MW,1,155,0,0,0,0,0,9,Loam,,Loam
13747,358.0,32772,13747,WD40013747,13747,3,100,CHha,CHha,CH,6,CHh,D,9,1.75,1.29,MW,1,139,0,0,0,0,0,9,Loam,,Loam
13752,143.0,135319,13752,WD40013752,13752,3,100,KSha,KSha,KS,17,KSh,D,9,1.72,1.43,MW,1,158,0,0,0,0,0,9,Loam,,Loam
13772,2.0,118400,13772,WD20013772,13772,3,60,GLmo,GLmo,GL,13,GLm,B,3,1.97,1.29,VP,1,196,0,0,0,0,0,3,Clay (light),,Clay
13801,1.0,19974,13801,WD20013801,13801,3,100,ARca,ARca,AR,4,ARc,B,12,1.34,1.62,SE,1,72,0,0,0,0,0,12,Loamy sand,,LoamySand
13891,112.0,136272,13891,WD20013891,13891,3,100,KScc,KScc,KS,17,KSk,B,9,1.77,1.4,MW,1,153,0,0,0,0,0,9,Loam,,Loam
13895,33.0,133810,13895,WD20013895,13895,3,100,KS,KS,KS,17,KS,B,9,1.74,1.45,MW,1,157,0,0,0,0,0,9,Loam,,Loam
13937,180.0,136273,13937,WD20013937,13937,3,90,KScc,KScc,KS,17,KSk,B,9,1.77,1.4,MW,1,153,0,0,0,0,0,9,Loam,,Loam
13959,574.0,36617,13959,WD20013959,13959,3,100,CLha,CLha,CL,7,CLh,B,9,1.68,1.45,MW,1,150,0,0,0,0,0,9,Loam,,Loam
14133,328.0,36497,14133,WD20014133,14133,3,100,CLha,CLha,CL,7,CLh,B,9,1.68,1.45,MW,1,150,0,0,0,0,0,9,Loam,,Loam
14295,179.0,44443,14295,WD20014295,14295,3,100,CMca,CMca,CM,8,CMc,B,9,1.71,1.46,MW,1,173,0,0,0,0,0,9,Loam,,Loam
17945,55976.0,125189,17945,WD20017945,17945,3,90,GYlx&GYlv,GYlelvkk,GY,14,GYl,B,11,1.7,1.51,MW,1,162,1,0,0,0,0,11,Sandy loam,,SandyLoam
18007,35374.0,227407,18007,WD20018007,18007,3,70,PHha,PHha,PH,22,PHh,B,5,1.87,1.44,MW,1,135,0,0,0,0,0,5,Clay loam,,ClayLoam
18009,15207.0,134026,18009,WD20018009,18009,3,60,KSha,KSha,KS,17,KSh,B,9,1.71,1.47,MW,1,174,0,0,0,0,0,9,Loam,,Loam
18010,18751.0,229202,18010,WD40018010,18010,3,50,PHha,PHha,PH,22,PHh,D,9,1.79,1.48,MW,1,181,0,0,0,0,0,9,Loam,,Loam
18011,13859.0,134024,18011,WD20018011,18011,3,80,KSha,KSha,KS,17,KSh,B,9,1.71,1.47,MW,1,174,0,0,0,0,0,9,Loam,,Loam
18013,9900.0,134022,18013,WD20018013,18013,3,90,KSha,KSha,KS,17,KSh,B,9,1.71,1.47,MW,1,174,0,0,0,0,0,9,Loam,,Loam
18014,5746.0,32517,18014,WD20018014,18014,3,60,CHha,CHha,CH,6,CHh,B,9,1.74,1.26,MW,1,137,0,0,0,0,0,9,Loam,,Loam
18022,6868.0,134125,18022,WD20018022,18022,3,80,KSha,KSha,KS,17,KSh,B,9,1.71,1.47,MW,1,174,0,0,0,0,0,9,Loam,,Loam
18034,52190.0,40374,18034,WD20018034,18034,3,100,CLlv,CLlvkk,CL,7,CLl,B,11,1.7,1.54,MW,1,153,1,0,0,0,0,11,Sandy loam,,SandyLoam
18037,4796.0,286717,18037,WD20018037,18037,3,70,SNha,SNkk,SN,29,SNh,B,9,1.73,1.58,MW,1,153,1,0,0,0,0,9,Loam,,Loam
18038,43046.0,40382,18038,WD20018038,18038,3,100,CLlv,CLlvkk,CL,7,CLl,B,11,1.7,1.54,MW,1,153,1,0,0,0,0,11,Sandy loam,,SandyLoam
18042,11338.0,286723,18042,WD20018042,18042,3,60,SNha,SNha,SN,29,SNh,B,9,1.73,1.58,MW,1,153,0,0,0,0,0,9,Loam,,Loam
26408,7178.0,135362,26408,WD40026408,26408,3,70,KSha,KSha,KS,17,KSh,D,9,1.72,1.43,MW,1,158,0,0,0,0,0,9,Loam,,Loam
